ID,config,goal,goal_optimal,goal_type,total_moves,moveIDs
64140,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'green', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'green', 'white', 'red', 'white', 'white', 'green', 'green', 'red', 'white', 'blue', 'red', 'green', 'blue', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'green', 'red', 'green', 'blue', 'blue', 'blue']","fill nocolor C2",11,"fill",14,"[(66, 51), (92, 77), (97, 71), 'pass', (62, 70), (90, 53), (75, 52), (91, 35), (80, 34), (99, 33), (84, 15), (98, 86), (76, 17), (93, 16)]",1
64140,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'green', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'green', 'white', 'red', 'white', 'white', 'green', 'green', 'red', 'white', 'blue', 'red', 'green', 'blue', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'green', 'red', 'green', 'blue', 'blue', 'blue']","clear nocolor A2",5,"clear",8,"[(75, 72), (78, 54), (76, 79), (92, 78), (93, 81), (91, 63), (94, 86), (95, 45)]",1
79869,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'green', 'white', 'green', 'blue', 'green', 'red', 'green', 'white', 'red', 'red', 'green', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'white', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'blue', 'blue']","fill nocolor C2",14,"fill",14,"[(65, 88), (63, 89), (85, 69), (82, 70), (83, 71), (81, 51), (102, 52), (86, 53), (101, 33), (100, 34), (62, 35), (79, 16), (103, 15), (80, 17)]",1
79869,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'green', 'white', 'green', 'blue', 'green', 'red', 'green', 'white', 'red', 'red', 'green', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'white', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'blue', 'blue']","cover red all",8,"cover",15,"[(87, 84), (63, 68), (106, 64), 'pass', (73, 72), 'pass', (79, 74), (62, 73), (65, 57), (80, 59), (59, 80), 'pass', (105, 67), 'pass', (107, 50)]",1
79869,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'green', 'white', 'green', 'blue', 'green', 'red', 'green', 'white', 'red', 'red', 'green', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'white', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'blue', 'blue']","uncover green all",6,"uncover",6,"[(87, 88), (79, 44), (63, 94), (65, 96), (83, 78), (73, 72)]",1
79869,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'green', 'white', 'green', 'blue', 'green', 'red', 'green', 'white', 'red', 'red', 'green', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'white', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'blue', 'blue']","cover blue all",4,"cover",5,"[(79, 44), (82, 47), (63, 82), (87, 88), (73, 89)]",1
79869,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'green', 'white', 'green', 'blue', 'green', 'red', 'green', 'white', 'red', 'red', 'green', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'white', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'blue', 'blue']","move green C",10,"move",10,"[(79, 88), (97, 89), (77, 69), (73, 70), (91, 84), (63, 97), (81, 67), (65, 96), (83, 68), (101, 66)]",1
79869,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'green', 'white', 'green', 'blue', 'green', 'red', 'green', 'white', 'red', 'red', 'green', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'white', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'blue', 'blue']","uncover blue all",7,"uncover",11,"[(62, 96), 'pass', (75, 94), 'pass', (85, 72), (63, 74), (86, 69), 'pass', (81, 54), (77, 56), (82, 51)]",1
79869,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'green', 'white', 'green', 'blue', 'green', 'red', 'green', 'white', 'red', 'red', 'green', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'white', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'blue', 'blue']","fill nocolor B2",10,"fill",11,"[(62, 64), (80, 47), (79, 45), (97, 27), (98, 46), 'pass', (86, 29), (85, 28), (102, 11), (103, 9), (104, 10)]",1
79869,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'green', 'white', 'green', 'blue', 'green', 'red', 'green', 'white', 'red', 'red', 'green', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'white', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'blue', 'blue']","move red A1",11,"move",14,"[(75, 72), (77, 55), (102, 37), (95, 19), (85, 74), (93, 1), (63, 56), (62, 54), (82, 38), (65, 36), (86, 20), (103, 18), (80, 61), (98, 2)]",1
79869,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'green', 'white', 'green', 'blue', 'green', 'red', 'green', 'white', 'red', 'red', 'green', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'white', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'blue', 'blue']","clear nocolor C1",5,"clear",6,"[(102, 96), (85, 61), (103, 78), (65, 60), (86, 88), (104, 89)]",1
79869,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'green', 'white', 'green', 'blue', 'green', 'red', 'green', 'white', 'red', 'red', 'green', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'white', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'blue', 'blue']","clear nocolor C2",4,"clear",4,"[(87, 96), (105, 78), (106, 84), (107, 67)]",1
58692,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'blue', 'white', 'white', 'white', 'green', 'blue', 'white', 'green', 'white', 'red', 'blue', 'red', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'green', 'white', 'green', 'white', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green', 'red', 'green']","cover red all",6,"cover",23,"[(94, 37), (81, 80), (66, 67), (67, 87), (78, 65), (80, 100), (56, 67), (37, 95), (86, 70), (79, 86), (86, 71), (67, 86), (86, 67), (104, 78), (78, 79), (98, 104), (95, 86), (86, 78), (78, 86), (79, 98), (98, 79), (55, 66), (74, 48)]",1
58692,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'blue', 'white', 'white', 'white', 'green', 'blue', 'white', 'green', 'white', 'red', 'blue', 'red', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'green', 'white', 'green', 'white', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green', 'red', 'green']","fill nocolor C1",11,"fill",13,"[(83, 67), (101, 68), (81, 48), (99, 49), (79, 50), (78, 87), (87, 30), (96, 31), (88, 32), (98, 88), (88, 12), (89, 13), (107, 14)]",1
58692,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'blue', 'white', 'white', 'white', 'green', 'blue', 'white', 'green', 'white', 'red', 'blue', 'red', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'green', 'white', 'green', 'white', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green', 'red', 'green']","move green B1",13,"move",13,"[(81, 60), (99, 61), (105, 42), (94, 43), (55, 54), (56, 36), (73, 80), (74, 73), (92, 62), (86, 105), (104, 44), (89, 104), (107, 26)]",1
58692,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'blue', 'white', 'white', 'white', 'green', 'blue', 'white', 'green', 'white', 'red', 'blue', 'red', 'blue', 'white', 'red', 'red', 'blue', 'blue', 'green', 'white', 'green', 'white', 'green', 'red', 'red', 'green', 'white', 'red', 'red', 'blue', 'green', 'green', 'red', 'green']","move green A1",10,"move",10,"[(81, 54), (78, 36), (94, 37), (96, 38), (99, 18), (86, 99), (104, 19), (89, 104), (107, 20), (105, 0)]",1
